,implementation,R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,accuracy,elapse,country,fromsearch,gender,age,Strength
4431,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,5,5,3,2,4,4,5,3,4,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,105,US,0,-1,-1,A
4433,2,4,2,3,4,1,4,2,3,2,2,4,3,2,3,2,3,1,2,3,2,2,2,4,4,2,3,3,2,2,3,3,3,2,3,2,1,4,2,2,4,2,3,2,1,2,2,2,2,80,190,US,1,-1,-1,R
4434,2,-1,3,4,1,2,3,1,4,4,4,5,5,5,4,5,3,2,3,5,3,4,4,2,5,2,4,2,3,2,4,3,2,1,4,2,4,2,3,2,5,3,2,1,2,1,2,1,1,75,115,AU,0,-1,-1,I
4435,2,1,1,1,1,1,2,1,1,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,4,4,5,4,4,4,4,3,4,2,2,1,4,1,2,2,2,1,1,1,1,1,2,1,1,80,135,US,1,-1,-1,S
4438,2,3,3,3,3,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,4,4,2,2,75,127,US,0,-1,-1,I
4439,2,3,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,3,3,4,3,3,3,1,3,4,4,3,5,5,4,4,5,1,1,1,3,3,3,1,3,3,3,4,4,3,5,1,3,100,155,US,1,-1,-1,S
4440,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,2,1,1,1,1,1,1,1,1,100,127,US,0,-1,-1,E
4442,2,3,2,5,1,1,4,3,4,4,2,4,5,4,4,4,4,2,3,2,4,2,4,2,4,1,1,1,2,1,2,3,2,1,1,1,1,1,1,1,2,1,3,1,1,4,1,1,1,70,92,US,0,-1,-1,I
4443,2,1,2,2,2,1,2,2,2,4,4,4,3,3,3,5,3,3,2,4,2,2,2,3,2,-1,3,4,4,3,5,4,3,2,1,2,2,2,2,4,3,2,1,2,2,2,2,2,2,90,166,CA,0,-1,-1,I
4446,2,2,1,1,4,1,3,2,1,5,4,4,4,4,3,4,1,1,2,4,3,4,4,3,2,4,3,3,4,3,2,2,4,1,2,1,1,1,3,2,5,1,1,3,3,1,2,1,1,90,491,US,1,-1,-1,I
4448,2,2,1,2,1,1,1,1,1,4,5,5,4,3,5,4,3,3,4,5,4,4,5,5,3,5,5,5,3,5,5,5,5,2,3,4,5,3,4,2,4,1,3,3,2,1,1,1,1,88,122,US,0,-1,-1,S
4449,2,1,2,1,1,1,1,1,1,4,5,4,1,3,2,2,1,4,5,3,4,5,4,3,2,5,4,3,1,3,4,4,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,100,124,US,0,-1,-1,A
4450,2,1,3,4,1,1,3,1,1,4,4,4,4,4,5,4,5,1,1,1,1,1,1,5,1,1,1,2,4,2,2,4,2,3,3,4,1,4,3,3,4,2,1,1,3,4,3,2,3,100,88,US,0,-1,-1,I
4451,2,1,2,1,1,1,1,1,1,3,2,2,3,1,1,1,2,1,2,1,2,4,2,2,2,5,3,5,3,5,3,3,2,2,3,2,1,4,2,2,2,2,2,2,3,2,1,2,2,90,137,US,1,-1,-1,S
4452,2,3,4,2,3,3,1,4,2,2,5,3,2,1,1,2,2,3,1,2,1,1,1,1,4,1,3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,100,153,CA,0,-1,-1,R
4453,2,3,2,3,5,2,4,2,4,3,1,3,4,3,4,1,2,1,1,-1,5,2,4,5,2,4,1,5,5,5,2,3,5,2,3,2,4,4,2,3,2,2,3,2,3,3,2,3,2,80,182,US,1,-1,-1,S
4454,2,3,5,1,5,1,5,1,5,5,5,3,1,1,1,1,1,1,1,5,1,1,5,1,1,1,3,1,1,3,1,3,3,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,100,208,US,1,-1,-1,R
4455,2,3,4,1,3,1,3,3,3,5,3,3,4,4,3,4,5,4,4,4,4,3,5,1,5,2,4,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,3,3,1,3,75,312,US,0,-1,-1,I
4456,2,2,1,2,4,1,1,5,1,3,3,3,3,2,3,3,1,3,4,5,4,4,4,5,5,4,4,4,3,4,5,5,3,4,4,3,3,4,5,4,5,2,4,3,3,2,1,1,1,90,222,US,0,-1,-1,A
4457,2,4,5,2,5,4,5,5,5,4,4,3,3,3,4,3,4,1,2,3,2,1,3,5,3,3,3,3,5,3,4,4,1,4,3,3,3,4,3,3,4,3,3,3,2,4,3,3,3,85,266,US,0,-1,-1,R
4458,2,3,3,1,1,1,1,4,3,1,3,3,1,2,4,2,2,2,2,4,3,3,5,4,4,2,4,2,2,3,4,5,1,2,3,1,2,1,3,2,-1,1,2,1,1,1,3,1,1,86,265,US,0,-1,-1,A
4459,2,3,1,1,2,1,1,2,1,5,3,3,5,4,3,4,1,1,1,3,1,4,1,5,3,5,5,5,5,5,5,5,5,4,4,5,3,5,4,3,4,4,4,4,5,4,4,4,4,100,218,US,1,-1,-1,S
4460,2,1,3,1,1,1,2,1,1,3,2,2,2,1,1,1,1,1,1,3,2,2,1,1,4,5,5,5,5,5,4,2,3,3,2,4,1,4,2,4,2,1,1,1,2,1,1,1,1,100,179,US,1,-1,-1,S
4462,2,5,2,1,2,2,3,3,1,3,2,1,2,3,3,2,4,1,2,5,1,4,2,1,4,5,4,3,2,3,4,5,4,4,5,4,3,2,4,4,4,3,5,4,4,5,2,3,4,90,443,FR,0,-1,-1,S
4463,2,1,1,3,1,1,1,2,1,4,5,4,4,2,4,2,2,3,3,3,3,4,4,4,1,3,5,5,3,5,2,4,1,2,4,1,4,1,2,2,1,1,2,1,1,1,2,1,1,100,145,US,0,-1,-1,S
4464,2,2,2,1,4,1,4,2,2,4,3,3,5,3,3,4,3,2,1,2,2,2,1,3,2,5,5,5,3,5,5,5,5,1,2,2,3,2,2,2,3,3,3,3,2,1,3,1,2,89,195,US,0,-1,-1,S
4465,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,5,3,4,5,1,3,1,3,4,2,2,4,4,4,1,1,1,3,1,3,3,3,1,3,1,1,1,1,1,1,1,1,90,126,US,0,-1,-1,A
4467,2,1,3,2,1,1,4,2,1,3,4,4,5,3,5,2,1,1,2,5,4,2,3,2,4,4,4,4,4,4,3,5,4,2,2,2,2,4,4,3,2,1,2,1,1,1,2,2,1,50,175,US,1,-1,-1,S
4468,2,3,3,3,5,3,3,5,3,4,3,1,1,4,3,4,3,3,3,1,1,3,4,3,1,3,3,1,1,1,1,1,1,3,3,1,3,1,1,3,1,3,3,5,1,1,3,4,1,100,162,US,0,-1,-1,R
4469,2,1,3,3,1,1,3,1,2,5,5,5,4,5,5,5,4,3,4,2,2,4,4,5,3,4,4,2,2,2,5,5,1,1,2,2,1,2,1,2,4,1,3,1,1,1,1,1,1,95,104,US,0,-1,-1,I
4470,2,2,2,1,2,1,4,1,2,2,4,4,4,3,3,2,4,1,4,4,2,5,2,1,5,2,3,1,1,4,1,1,1,1,3,2,1,2,3,3,1,2,3,2,2,3,1,3,2,75,183,US,0,-1,-1,I
4471,2,1,1,1,1,1,1,2,1,5,4,3,4,4,1,1,1,3,3,4,4,5,3,3,1,4,4,2,3,5,2,4,1,3,1,3,3,2,2,3,3,1,1,1,1,3,2,1,1,90,218,US,1,-1,-1,A
4472,2,4,2,3,4,3,3,2,2,4,2,3,4,3,4,2,4,1,4,1,2,2,4,4,2,4,2,2,3,2,3,3,2,4,2,5,1,5,2,3,4,4,4,5,4,4,2,4,4,95,271,CA,0,-1,-1,C
4473,2,3,4,1,1,1,4,2,3,1,5,5,1,3,5,2,2,1,2,5,3,3,4,2,5,4,3,3,4,3,4,5,4,1,1,4,3,4,3,3,5,1,2,1,2,1,3,1,2,99,213,CA,1,-1,-1,S
4476,2,3,2,2,2,1,3,2,2,3,2,2,2,1,2,4,1,2,4,2,2,1,2,4,4,3,4,3,4,3,4,4,2,4,3,5,3,2,3,4,4,3,3,4,3,2,2,4,2,80,234,US,1,-1,-1,E
4477,2,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,4,3,-1,2,5,5,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,3,4,1,1,95,109,US,0,-1,-1,I
4478,2,1,1,1,1,1,1,1,1,3,1,2,1,1,2,1,1,2,1,5,4,3,3,1,3,3,5,4,3,3,4,2,5,3,3,3,3,2,4,2,2,1,2,1,1,1,3,1,1,98,168,US,1,-1,-1,S
4479,2,2,2,1,2,1,1,1,2,1,5,5,2,3,5,3,5,1,2,5,4,3,4,4,2,4,5,2,1,2,2,4,1,4,3,2,1,4,4,2,2,3,3,2,2,2,1,2,2,80,214,US,0,-1,-1,I
4480,2,3,3,3,2,3,3,3,3,4,5,4,2,4,4,2,2,1,1,1,1,1,1,1,1,4,4,4,4,3,2,3,3,1,1,3,2,4,1,1,1,2,1,1,1,1,1,1,2,95,179,US,1,-1,-1,I
4481,2,1,1,1,2,1,1,1,1,4,5,5,4,3,3,4,3,1,1,3,4,4,5,5,2,1,4,3,1,3,1,1,1,1,2,2,2,2,2,1,3,1,1,2,1,2,3,1,1,80,321,RO,1,-1,-1,I
4483,2,2,1,1,2,2,3,2,2,5,3,2,5,2,3,2,4,5,5,3,4,5,3,2,4,3,4,3,4,3,3,3,3,3,4,5,2,5,4,3,4,3,3,2,3,4,4,4,2,93,377,US,1,-1,-1,A
4484,2,3,3,4,4,4,3,3,2,3,3,4,3,3,5,3,2,1,2,1,3,5,5,4,1,3,5,4,5,5,4,3,5,3,3,2,1,3,3,2,3,1,5,3,4,1,4,1,3,75,171,US,0,-1,-1,S
4485,2,1,1,1,1,1,1,1,1,3,4,5,4,3,5,5,1,2,2,3,2,2,5,4,3,2,5,5,4,5,2,3,4,2,2,2,3,1,3,2,4,1,1,1,2,1,1,1,1,100,254,CA,0,-1,-1,I
4486,2,2,2,1,2,2,2,1,2,4,5,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,5,4,4,5,5,5,5,3,3,3,4,3,3,3,4,3,2,3,3,2,1,3,3,85,143,US,0,-1,-1,S
4487,2,1,1,1,1,1,1,1,1,3,5,3,1,2,4,2,2,2,1,5,1,2,4,4,4,3,2,1,1,4,2,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,90,171,US,1,-1,-1,A
4488,2,3,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1,3,2,1,1,4,1,3,4,3,5,5,4,5,4,1,4,4,5,5,3,5,4,4,3,5,4,2,3,4,3,75,367,US,0,-1,-1,S
4489,2,2,1,1,2,1,1,2,2,1,1,2,3,3,2,3,3,4,4,4,5,5,5,2,3,2,5,4,2,4,4,4,4,3,1,1,3,3,4,4,5,3,2,3,3,2,1,1,3,90,429,CA,0,-1,-1,A
4490,2,1,1,1,1,1,3,1,1,4,5,5,1,5,5,5,3,5,1,1,5,4,5,-1,1,4,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,100,174,CA,1,-1,-1,I
4491,2,3,5,3,2,4,4,5,4,4,5,1,2,4,4,4,3,1,3,3,2,2,3,1,3,1,5,2,2,2,3,5,2,1,2,2,2,2,2,2,1,3,3,2,3,2,4,1,3,95,218,US,1,-1,-1,R
4492,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,5,5,4,3,5,3,4,4,2,4,4,4,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,-1,80,134,US,0,-1,-1,A
4493,2,3,1,1,2,1,1,2,1,1,5,3,1,1,4,4,4,1,1,2,1,2,2,3,1,5,5,2,5,1,1,4,4,1,4,5,1,5,3,2,1,3,3,3,4,3,4,3,5,90,297,AU,1,-1,-1,C
4496,2,3,4,3,3,2,4,2,3,3,5,2,3,2,3,2,3,2,3,4,2,3,3,1,3,4,3,5,2,4,4,2,4,1,1,3,2,2,1,1,3,3,3,3,3,3,2,2,3,75,247,US,1,-1,-1,S
4497,2,2,4,1,4,2,4,1,3,5,5,5,4,4,5,4,5,5,4,5,4,4,4,5,4,3,3,3,4,4,4,4,2,3,2,3,3,5,4,4,3,3,1,2,2,2,3,2,2,100,148,CA,0,-1,-1,I
4499,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,4,3,2,2,1,5,3,2,5,3,4,2,3,3,4,4,4,5,4,5,5,2,3,2,3,2,3,3,2,2,2,70,226,CA,1,-1,-1,E
4501,2,1,1,1,1,1,1,1,1,3,3,3,4,3,2,3,3,1,2,2,3,2,3,3,2,5,4,5,3,5,1,1,2,1,2,2,1,2,2,3,1,2,1,2,1,3,4,3,1,80,176,CA,1,-1,-1,S
4503,2,2,2,1,1,2,2,1,1,3,4,3,3,3,3,2,2,1,3,4,2,1,1,1,3,3,2,4,4,3,2,2,1,2,2,4,3,4,3,2,2,4,3,3,4,4,1,3,3,95,159,US,0,-1,-1,C
4504,2,2,4,2,2,2,2,1,3,4,4,4,4,4,3,3,4,4,5,3,5,5,5,5,2,5,4,4,5,5,5,5,1,1,1,3,2,4,2,1,3,1,1,1,1,1,3,1,1,90,253,AU,1,-1,-1,A
4506,2,4,1,2,1,2,2,1,2,2,4,3,4,3,2,2,2,2,3,3,3,4,3,2,2,5,4,4,4,4,2,3,3,4,2,2,3,3,2,3,1,1,1,1,1,1,1,2,-1,90,206,FI,0,-1,-1,S
4507,2,4,1,1,4,1,1,4,1,1,3,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,3,3,4,4,2,3,2,2,4,3,3,4,4,3,5,2,5,2,4,4,4,3,5,80,147,US,1,-1,-1,C
4508,2,1,1,1,2,1,2,2,2,3,3,3,3,2,3,2,3,2,2,5,5,4,3,4,3,2,4,3,4,3,2,3,2,2,2,2,1,3,2,-1,3,2,1,3,2,2,2,2,2,100,139,US,0,-1,-1,A
4511,2,3,2,1,2,1,1,1,1,4,-1,3,3,1,1,2,2,5,5,5,5,5,5,5,5,2,1,1,1,1,4,2,2,1,1,4,1,4,3,1,-1,1,1,1,1,1,1,1,1,56,157,CA,0,-1,-1,A
4512,2,1,4,1,1,3,3,1,4,1,3,4,2,3,4,2,1,3,5,5,3,5,3,3,4,1,3,5,2,5,4,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,3,80,262,US,1,-1,-1,A
4514,2,3,2,1,2,2,3,2,2,3,4,4,3,2,3,2,3,4,1,1,3,2,1,5,2,4,2,2,4,2,2,2,2,1,2,3,2,3,2,3,3,2,4,2,2,2,2,3,3,75,184,US,0,-1,-1,I
4515,2,3,1,1,2,1,1,1,1,4,5,5,1,1,3,4,3,1,1,4,1,3,1,1,1,1,3,1,4,1,4,1,1,1,1,1,1,1,1,1,1,4,3,3,4,3,3,1,1,95,269,CA,0,-1,-1,I
4516,2,1,3,1,2,3,1,1,1,4,4,5,4,5,5,5,4,1,3,4,2,4,3,4,4,1,3,1,3,3,3,2,1,3,3,5,2,3,3,5,5,3,1,1,2,3,3,4,3,100,953,US,0,-1,-1,I
4517,2,4,3,2,3,2,2,4,2,1,1,1,3,1,1,1,1,1,1,4,2,1,3,5,1,5,4,5,5,5,5,2,2,5,3,5,2,5,5,5,3,4,3,5,5,2,4,4,5,97,185,US,0,-1,-1,S
4518,2,1,3,1,1,1,1,1,1,4,5,4,4,3,4,3,4,3,4,4,4,3,4,4,4,3,5,4,4,4,4,4,4,4,3,3,1,4,3,3,5,2,2,2,3,1,2,1,2,85,231,US,0,-1,-1,S
4519,2,1,1,1,1,-1,1,1,1,4,2,2,1,3,1,2,1,1,4,4,1,1,1,1,4,4,4,4,-1,5,5,5,2,2,2,4,-1,1,2,2,5,1,1,1,-1,1,1,1,1,75,1595,US,1,-1,-1,S
4520,2,1,4,1,4,3,3,2,4,5,5,4,2,3,3,3,3,3,3,2,3,3,4,4,3,4,5,3,5,4,3,3,2,1,3,4,2,2,2,3,2,1,2,2,2,2,2,2,1,7,179,US,1,-1,-1,S
4521,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,4,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,250,US,1,-1,-1,A
4522,2,1,1,1,1,1,1,1,-1,4,4,3,5,4,3,2,2,3,4,4,5,5,4,4,2,4,5,4,5,5,4,3,2,3,2,4,2,3,3,2,2,1,1,1,1,1,3,1,1,99,153,US,1,-1,-1,S
4524,2,3,3,1,3,2,2,1,2,3,4,3,4,2,2,2,2,2,3,4,4,3,4,1,3,5,5,5,4,5,2,4,2,1,2,4,2,3,2,1,2,1,4,1,3,1,1,1,4,85,298,US,0,-1,-1,S
4525,2,3,4,1,4,3,3,4,3,4,4,5,5,5,5,4,5,2,2,4,2,2,3,4,4,3,2,2,3,3,2,1,2,1,1,2,2,1,2,2,2,3,3,4,-1,4,4,4,2,78,330,US,1,-1,-1,I
4526,2,3,2,1,1,1,2,1,2,4,3,1,4,3,1,3,1,4,3,2,3,4,5,2,1,5,4,5,4,5,3,4,4,2,2,2,2,4,3,1,2,1,2,1,2,1,1,1,1,100,427,US,0,-1,-1,S
4527,2,4,3,2,3,1,3,3,2,4,5,5,3,3,5,3,1,2,3,3,5,5,5,3,4,3,5,4,2,3,5,4,5,1,2,3,1,1,1,1,1,2,3,2,3,1,4,2,2,85,219,US,0,-1,-1,S
4528,2,3,2,1,3,3,2,1,1,4,4,4,2,4,3,3,4,5,5,5,5,5,5,5,5,1,2,2,1,1,3,4,4,1,1,3,2,4,5,2,5,1,5,2,1,3,1,1,3,99,341,CA,0,-1,-1,A
4529,2,5,2,1,2,1,1,1,1,4,1,2,4,3,1,4,1,1,1,2,1,3,2,1,1,4,1,1,1,1,4,5,1,3,2,4,4,4,4,3,3,1,3,2,3,2,2,3,3,75,133,US,1,-1,-1,E
4530,2,4,2,2,3,1,3,2,2,4,4,2,2,2,2,2,2,4,4,3,3,4,4,4,2,4,4,4,3,4,2,4,3,1,2,4,2,1,2,2,2,4,4,4,3,4,3,2,4,75,212,US,0,-1,-1,A
4532,2,1,1,1,1,1,1,1,1,5,4,4,4,4,4,3,1,1,1,1,1,1,3,1,1,5,5,5,4,5,4,4,5,1,1,1,1,1,1,3,1,2,2,2,1,4,4,2,3,85,166,US,1,-1,-1,S
4534,2,2,2,2,2,3,2,3,2,4,2,3,2,3,3,1,2,2,1,4,2,4,4,5,2,3,3,4,3,4,3,3,1,1,-1,2,1,2,2,3,2,1,1,1,1,1,1,4,1,90,285,US,1,-1,-1,A
4535,2,2,1,1,2,1,1,2,1,4,5,5,4,4,4,4,4,2,4,5,5,5,5,2,4,2,2,1,2,2,2,4,1,3,1,-1,2,-1,3,1,2,1,1,3,2,1,3,2,1,95,130,US,0,-1,-1,I
4536,2,1,1,1,1,1,1,1,1,5,5,5,2,4,4,4,5,1,1,3,1,2,1,5,5,3,5,3,5,3,3,4,5,1,1,1,3,1,1,1,1,1,1,1,3,3,3,1,1,90,162,CA,1,-1,-1,I
4537,2,3,4,4,3,3,3,3,1,5,3,4,3,3,5,3,1,3,3,4,5,5,3,5,1,3,3,3,3,3,4,3,1,3,3,2,3,3,3,1,3,3,3,2,3,3,3,1,3,100,162,FR,0,-1,-1,A
4538,2,1,1,1,1,1,1,3,1,4,4,5,5,5,1,3,1,3,4,1,3,5,4,1,1,4,4,1,3,1,5,5,4,2,3,1,3,4,3,1,3,4,4,4,3,4,4,5,1,100,145,US,1,-1,-1,C
4539,2,1,1,1,1,1,1,1,1,3,4,4,3,4,3,3,1,1,1,1,1,2,1,3,1,4,3,4,2,4,3,3,3,2,1,4,2,4,3,2,1,2,1,2,2,4,3,2,1,100,196,US,0,-1,-1,S
4540,2,3,1,1,3,1,1,1,1,3,3,3,5,3,3,3,3,3,3,5,5,5,5,1,4,5,3,4,5,4,4,3,4,1,1,4,1,3,3,1,3,1,3,1,1,2,1,1,1,75,215,KR,1,-1,-1,S
4541,2,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,4,1,1,1,1,1,1,5,1,4,5,4,4,4,1,2,5,3,1,3,1,3,1,1,1,4,5,4,4,3,4,3,4,80,216,US,0,-1,-1,R
4542,2,3,2,1,3,2,2,1,2,4,2,2,2,1,2,2,3,1,2,4,3,2,2,2,3,2,5,3,3,-1,1,2,1,1,2,2,2,2,2,1,3,2,3,5,4,4,3,2,3,90,171,US,0,-1,-1,C
4543,2,1,1,1,2,1,1,1,1,5,3,3,4,3,4,4,3,1,4,3,3,3,5,5,5,4,4,3,3,4,4,4,2,1,3,1,2,2,3,2,2,1,2,1,1,1,3,1,1,95,200,US,1,-1,-1,I
4546,2,3,4,2,4,2,4,3,4,2,5,5,4,3,4,3,4,2,2,4,4,4,4,4,4,2,3,3,4,3,3,3,2,1,2,2,2,3,2,4,4,1,2,2,2,3,4,2,2,75,280,US,0,-1,-1,I
4547,2,2,4,2,3,3,5,3,4,5,4,3,3,4,3,4,4,4,3,4,4,3,4,3,4,5,5,5,4,5,4,5,4,1,3,4,3,3,4,3,4,4,2,3,4,3,4,4,3,75,117,US,1,-1,-1,S
4548,2,2,2,1,3,1,2,2,2,4,2,2,4,4,4,4,2,4,5,4,4,5,5,4,4,2,3,3,2,4,4,4,2,2,1,2,2,5,4,2,2,2,1,2,2,5,3,2,4,80,153,US,0,-1,-1,A
4550,2,4,3,4,4,3,3,4,2,4,3,3,4,4,2,5,2,1,1,1,1,1,1,2,1,3,2,1,3,1,1,2,1,1,3,1,1,2,3,2,2,3,4,4,4,4,4,4,4,80,197,FI,0,-1,-1,C
4553,2,3,3,3,2,3,3,3,3,2,3,2,3,2,3,3,2,4,3,5,4,4,4,5,4,5,3,3,4,4,5,3,3,4,4,3,3,3,4,4,3,4,4,3,3,3,1,3,3,25,147,RO,0,-1,-1,A
4554,2,4,1,1,4,1,2,2,1,5,4,4,4,4,4,4,3,5,3,5,5,5,5,4,4,4,3,4,4,4,4,4,4,4,4,3,4,2,4,1,4,2,2,1,2,3,4,2,2,99,132,US,0,-1,-1,A
4555,2,3,3,2,2,2,1,2,3,1,3,2,2,2,3,2,1,1,3,3,1,1,2,3,1,5,5,4,2,4,2,3,3,2,3,4,2,3,3,5,3,4,4,4,3,2,3,3,3,85,141,KR,1,-1,-1,S
4557,2,3,4,4,4,2,3,2,3,4,4,4,4,3,4,4,4,1,2,4,4,3,4,5,4,2,2,2,2,1,1,2,1,2,1,2,3,3,3,2,3,1,2,1,2,2,1,2,1,90,248,US,0,-1,-1,I
4558,2,2,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,1,1,4,1,3,4,1,4,3,4,4,2,3,1,3,3,3,3,3,2,3,1,2,3,2,3,4,2,4,4,2,1,60,468,US,1,-1,-1,I
4560,2,1,3,1,4,1,3,1,3,3,5,4,1,4,4,5,2,2,1,2,3,5,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,90,146,US,0,-1,-1,I
4561,2,3,3,2,4,2,3,3,2,2,4,3,4,2,5,2,4,4,3,4,4,3,5,2,4,4,5,3,4,5,3,3,4,4,5,3,4,3,4,2,4,4,4,2,3,3,4,3,3,95,220,US,0,-1,-1,S
4562,2,1,3,1,1,1,1,1,1,1,2,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,3,5,1,5,5,5,5,3,5,4,5,1,5,1,5,3,3,3,3,1,1,1,1,90,301,AU,0,-1,-1,S
4563,2,1,2,1,3,3,3,3,3,3,1,1,1,1,1,1,3,3,3,4,3,3,2,5,5,5,2,5,5,5,5,5,5,5,5,3,5,3,5,5,5,2,3,2,5,1,3,3,3,100,263,CA,0,-1,-1,S
4565,2,2,2,2,2,3,4,2,2,4,4,4,4,4,4,-1,4,4,3,3,4,4,4,2,2,2,4,2,3,4,2,2,2,2,4,2,3,4,2,3,2,2,2,4,3,4,3,2,2,80,103,US,1,-1,-1,I
4568,2,2,2,2,2,2,2,2,2,3,4,4,2,2,2,2,1,3,3,3,2,4,4,1,4,5,5,4,3,4,2,3,3,1,1,3,2,3,3,1,2,4,2,4,4,4,4,3,3,90,202,US,0,-1,-1,S
4570,2,3,4,2,3,2,3,2,3,3,3,3,3,2,2,2,2,3,2,3,3,3,2,1,2,3,3,3,3,4,3,2,3,2,2,3,2,3,2,3,2,3,2,4,3,2,3,3,3,98,144,AU,1,-1,-1,S
4571,2,5,4,4,4,2,4,2,4,4,4,4,2,4,4,2,4,1,1,4,-1,2,4,4,2,3,2,2,2,4,2,2,2,1,1,1,1,1,1,-1,1,4,4,4,2,4,4,2,3,80,125,CA,1,-1,-1,R
4572,2,3,2,2,2,2,3,2,3,1,3,3,3,2,2,2,3,1,4,4,4,4,2,4,2,4,4,4,4,4,4,4,3,2,2,3,2,4,3,2,2,2,2,2,2,2,2,2,1,70,409,US,1,-1,-1,S
4573,2,2,1,1,1,1,1,1,1,3,4,2,3,2,2,1,1,1,1,1,1,1,2,1,1,5,4,3,2,4,2,3,3,1,1,2,3,5,2,2,1,3,1,3,5,-1,2,2,2,50,139,US,0,-1,-1,S
4575,2,1,3,1,1,2,1,2,2,2,5,3,1,1,3,2,1,3,4,5,4,4,4,1,5,4,4,3,2,4,4,2,2,5,4,4,2,4,5,5,2,4,2,2,3,3,3,2,2,90,144,US,0,-1,-1,E
4576,2,1,1,1,1,1,1,1,1,3,3,1,4,1,1,1,1,4,5,4,4,4,3,4,4,5,5,3,5,4,4,4,4,1,2,5,4,3,1,1,1,3,1,2,2,1,3,4,1,98,278,US,1,-1,-1,S
4578,2,3,1,1,1,1,1,1,1,4,1,1,4,3,1,3,1,1,1,1,1,1,1,1,1,3,3,4,1,4,1,2,4,1,1,1,3,2,1,1,1,2,2,2,3,2,1,2,1,75,200,US,0,-1,-1,S
4579,2,4,1,1,1,1,1,1,1,5,3,1,4,4,1,3,1,4,4,1,3,3,4,1,4,5,5,5,4,5,5,5,5,1,2,4,2,4,2,1,4,3,2,2,3,1,3,3,3,99,161,US,1,-1,-1,S
4580,2,4,2,1,4,4,4,4,3,4,5,5,3,5,5,5,4,2,3,4,5,4,5,3,3,2,5,3,4,5,4,5,4,3,4,3,4,3,3,2,5,2,2,4,3,3,4,3,2,99,171,AU,0,-1,-1,I
4581,2,4,4,4,3,3,4,3,4,5,5,5,5,5,4,4,5,2,2,3,2,2,2,5,3,3,5,4,4,3,3,4,3,1,2,2,2,3,2,2,3,3,3,2,4,2,4,2,3,80,187,US,0,-1,-1,I
4583,2,4,2,1,3,2,2,2,2,3,3,2,2,3,3,2,3,2,4,3,2,4,1,1,4,4,3,3,3,3,2,2,3,1,2,3,2,3,2,3,4,3,3,2,2,1,2,3,2,98,195,US,0,-1,-1,S
4584,2,3,2,3,2,3,4,2,2,5,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,5,3,3,4,2,3,3,2,3,3,3,3,2,2,2,2,3,3,2,2,98,134,US,1,-1,-1,I
4586,2,2,2,1,1,1,2,2,1,4,5,4,4,4,5,3,3,5,4,5,4,5,5,4,4,3,4,3,3,3,3,3,3,2,1,1,2,3,2,2,2,1,1,1,1,2,3,1,1,90,139,US,0,-1,-1,A
